Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0046966~thyroid hormone receptor binding	5	0.8710801393728222	0.005880133907133654	230753, 19014, 20185, 17978, 14897	518	25	17446	6.735907335907336	0.962775919453655	0.07457078909501315	0.06775517933901733
GOTERM_CC_DIRECT	GO:0071565~nBAF complex	4	0.6968641114982579	0.0061058842585449856	20588, 20586, 239985, 68094	545	14	19662	10.307732634338139	0.9502654136391987	0.07873377070229061	0.06941426314977457
GOTERM_MF_DIRECT	GO:0003712~transcription cofactor activity	7	1.2195121951219512	0.006645019769470853	230753, 12914, 268448, 228880, 19014, 109115, 56790	518	57	17446	4.136083451872926	0.9757731918728875	0.08049950226480074	0.07314202087500711
GOTERM_MF_DIRECT	GO:0001047~core promoter binding	8	1.3937282229965158	0.006734248402432897	18432, 19656, 224903, 14056, 19014, 20020, 52679, 13557	518	75	17446	3.592483912483912	0.9769576252917026	0.08049950226480074	0.07314202087500711
GOTERM_MF_DIRECT	GO:0008017~microtubule binding	14	2.4390243902439024	0.006780424025888234	17762, 23947, 270058, 68617, 56273, 11789, 12934, 101706, 78798, 77521, 16800, 107932, 269152, 17755	518	200	17446	2.3575675675675676	0.977547687680428	0.08049950226480074	0.07314202087500711
GOTERM_BP_DIRECT	GO:0070830~bicellular tight junction assembly	5	0.8710801393728222	0.006970391678749636	93742, 19249, 13605, 20807, 67154	520	27	18082	6.439458689458689	0.999999799716173	0.4042827173674789	0.40024722744820274
GOTERM_BP_DIRECT	GO:0016571~histone methylation	5	0.8710801393728222	0.006970391678749636	110147, 17257, 14056, 234135, 17283	520	27	18082	6.439458689458689	0.999999799716173	0.4042827173674789	0.40024722744820274
GOTERM_CC_DIRECT	GO:0043005~neuron projection	22	3.8327526132404177	0.007027998567564745	216963, 17762, 19249, 68585, 104015, 207165, 22352, 109880, 29810, 14082, 243725, 11735, 11789, 12934, 68070, 54126, 56376, 58234, 16765, 13047, 84095, 11733	545	420	19662	1.8897509829619923	0.9684404021055271	0.08830049482324935	0.07784859951764025
GOTERM_CC_DIRECT	GO:0005638~lamin filament	3	0.5226480836236934	0.007228580966795609	16907, 16906, 16905	545	5	19662	21.646238532110093	0.9714148674334707	0.08855011684324621	0.07806867444139258
GOTERM_CC_DIRECT	GO:0045202~synapse	25	4.355400696864112	0.007409346098244939	218756, 216831, 14270, 270058, 26558, 11789, 13649, 56376, 58234, 381979, 13800, 66860, 216963, 12361, 234353, 22288, 20649, 243725, 11735, 11518, 111173, 104027, 239217, 17755, 84095	545	505	19662	1.7859932782269055	0.9738549789854108	0.08855072166195171	0.07806920766931252
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	26	4.529616724738676	0.00759060689976976	15161, 72333, 270058, 11789, 12933, 12934, 101706, 17967, 234214, 66860, 93742, 19876, 109624, 29819, 68585, 20662, 19132, 243725, 12704, 54126, 16800, 13433, 17978, 14886, 17755, 84095	545	534	19662	1.7565611792598703	0.9760930356154173	0.08855708049731387	0.07807481382620325
GOTERM_BP_DIRECT	GO:0010424~DNA methylation on cytosine within a CG sequence	3	0.5226480836236934	0.007762677469641989	110147, 20586, 13433	520	5	18082	20.863846153846154	0.9999999655406467	0.41421224843885535	0.41007764341814085
GOTERM_BP_DIRECT	GO:0032205~negative regulation of telomere maintenance	3	0.5226480836236934	0.007762677469641989	21750, 57321, 50505	520	5	18082	20.863846153846154	0.9999999655406467	0.41421224843885535	0.41007764341814085
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	11	1.9163763066202089	0.007917969999995566	245666, 20807, 72333, 13829, 319713, 207212, 26941, 13800, 50768, 223701, 432572	520	142	18082	2.693689057421452	0.9999999755982577	0.41421224843885535	0.41007764341814085
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	7	1.2195121951219512	0.00794104848803169	18432, 214162, 19377, 11906, 20185, 17978, 12953	520	61	18082	3.990353089533418	0.9999999768183799	0.41421224843885535	0.41007764341814085
GOTERM_CC_DIRECT	GO:0043197~dendritic spine	11	1.9163763066202089	0.008218875461686552	216831, 109624, 18483, 228880, 58234, 11518, 13043, 17978, 104027, 17755, 243725	545	148	19662	2.6814034217703946	0.9824708478678345	0.09365695293549793	0.08257102789415327
GOTERM_MF_DIRECT	GO:0070087~chromo shadow domain binding	3	0.5226480836236934	0.008259217740286387	21849, 22589, 98386	518	5	17446	20.20772200772201	0.9902235694889444	0.09601340623082925	0.08723798738177496
GOTERM_BP_DIRECT	GO:0006275~regulation of DNA replication	4	0.6968641114982579	0.008269210041429054	71988, 110147, 81702, 19647	520	15	18082	9.272820512820514	0.9999999888230823	0.41421224843885535	0.41007764341814085
GOTERM_BP_DIRECT	GO:0061029~eyelid development in camera-type eye	4	0.6968641114982579	0.008269210041429054	13649, 20662, 20807, 26401	520	15	18082	9.272820512820514	0.9999999888230823	0.41421224843885535	0.41007764341814085
GOTERM_CC_DIRECT	GO:0005643~nuclear pore	7	1.2195121951219512	0.008427978901668704	54563, 227720, 227699, 19386, 226747, 108989, 98386	545	64	19662	3.945928899082569	0.9841915491169385	0.0938570377685833	0.08274742921638364
GOTERM_MF_DIRECT	GO:0008026~ATP-dependent helicase activity	5	0.8710801393728222	0.008875615226548898	12144, 216848, 107932, 170472, 216877	518	28	17446	6.014202978488693	0.9930894280545599	0.10107333257988337	0.09183544734408756
GOTERM_CC_DIRECT	GO:0005671~Ada2/Gcn5/Ada3 transcription activator complex	4	0.6968641114982579	0.009016026585039008	217588, 15161, 208146, 74383	545	16	19662	9.019266055045872	0.9881791373733804	0.0981745117037581	0.08655385521637447
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	76	13.240418118466899	0.009270354597710076	69207, 20130, 217980, 70472, 69847, 75560, 109151, 227399, 56215, 230753, 360013, 13649, 17925, 17688, 12953, 269152, 69562, 231600, 20586, 224903, 67997, 244895, 20462, 20384, 16882, 11790, 67996, 20383, 12361, 26401, 109880, 26404, 56381, 14904, 20382, 107932, 381626, 17216, 170791, 170472, 69131, 19687, 17345, 72630, 74213, 109095, 338359, 69181, 225432, 27103, 28036, 110809, 245000, 381979, 101568, 213435, 19654, 19656, 74108, 104015, 12660, 19134, 27632, 22589, 12704, 14924, 78455, 229700, 56200, 22184, 117599, 140743, 12144, 53975, 84095, 216877	518	1936	17446	1.322130572130572	0.994466773618339	0.10345715731044444	0.09400139562078018
GOTERM_CC_DIRECT	GO:0072686~mitotic spindle	6	1.0452961672473868	0.009377849694065219	13605, 101706, 78798, 208146, 227937, 108989	545	47	19662	4.605582666406403	0.9901159042731361	0.0998944858715643	0.08807024060513424
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	8	1.3937282229965158	0.009792084077031263	20410, 70497, 20807, 225288, 16800, 234214, 13800, 243725	520	83	18082	3.3516218721038	0.9999999996226899	0.4484698688201319	0.44399330933100173
GOTERM_CC_DIRECT	GO:0005874~microtubule	18	3.1358885017421603	0.009951572517628997	17762, 29819, 23947, 30948, 104015, 270058, 11789, 12934, 78798, 77521, 16800, 545389, 17978, 16765, 269152, 13427, 17755, 16319	545	327	19662	1.9858934433128526	0.9925585979216507	0.10375043688591933	0.0914697729279942
GOTERM_BP_DIRECT	GO:0045104~intermediate filament cytoskeleton organization	4	0.6968641114982579	0.009963432375122235	19132, 109620, 105732, 233335	520	16	18082	8.693269230769232	0.9999999997423827	0.4484698688201319	0.44399330933100173
GOTERM_BP_DIRECT	GO:0051571~positive regulation of histone H3-K4 methylation	4	0.6968641114982579	0.009963432375122235	55982, 214162, 13433, 27632	520	16	18082	8.693269230769232	0.9999999997423827	0.4484698688201319	0.44399330933100173
GOTERM_BP_DIRECT	GO:0003007~heart morphogenesis	7	1.2195121951219512	0.009981756372392783	20662, 21386, 21385, 22289, 20602, 22138, 50768	520	64	18082	3.8033052884615386	0.9999999997526848	0.4484698688201319	0.44399330933100173
GOTERM_MF_DIRECT	GO:0051020~GTPase binding	5	0.8710801393728222	0.010059390823112812	20742, 30948, 54214, 243725, 13722	518	29	17446	5.806816668885634	0.996452681233691	0.11006157018229312	0.10000217935918031
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	9	1.5679442508710801	0.010154257395311443	20586, 50709, 54169, 233532, 14312, 243529, 56702, 17216, 22589	520	104	18082	3.009208579881657	0.9999999998315852	0.4484698688201319	0.44399330933100173
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	5	0.8710801393728222	0.010173998838932212	20742, 11735, 11789, 16765, 20658	520	30	18082	5.795512820512821	0.999999999838831	0.4484698688201319	0.44399330933100173
GOTERM_MF_DIRECT	GO:0001046~core promoter sequence-specific DNA binding	6	1.0452961672473868	0.010318449413159311	230753, 214162, 11906, 17260, 21847, 20677	518	45	17446	4.4906048906048905	0.9969346880895945	0.11072489947197875	0.10060488177830328
GOTERM_CC_DIRECT	GO:0014731~spectrin-associated cytoskeleton	3	0.5226480836236934	0.010644971075170578	11735, 13829, 11733	545	6	19662	18.038532110091744	0.9947208844651004	0.10628398583134525	0.09370343240641052
GOTERM_CC_DIRECT	GO:0090544~BAF-type complex	4	0.6968641114982579	0.010726199498541766	20588, 20586, 239985, 68094	545	17	19662	8.48872099298435	0.9949290572693235	0.10628398583134525	0.09370343240641052
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	31	5.400696864111499	0.010849116833376499	12490, 71889, 270058, 207165, 22352, 20239, 238161, 68938, 11789, 74270, 13649, 24131, 13829, 17925, 12695, 234214, 21357, 20462, 20185, 227937, 209456, 26941, 100043597, 16905, 11518, 78514, 231672, 13498, 67154, 17755, 16328	545	692	19662	1.6161690618868325	0.9952285968247849	0.10628398583134525	0.09370343240641052
GOTERM_BP_DIRECT	GO:0009411~response to UV	6	1.0452961672473868	0.010868234682438697	17283, 22278, 17688, 381979, 63958, 50505	520	47	18082	4.43911620294599	0.9999999999656918	0.4662536769715195	0.46159960215601425
KEGG_PATHWAY	mmu03430:Mismatch repair	4	0.6968641114982579	0.010884895031817035	19687, 17350, 67967, 17688	165	22	7691	8.474931129476584	0.808454501376501	0.2363577206908842	0.2239178406545219
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	15	2.6132404181184667	0.010962476913833846	19132, 109620, 22352, 20649, 20648, 245877, 16907, 16906, 27360, 16905, 230872, 11519, 11518, 233335, 18008	518	236	17446	2.140648517767162	0.9978683059094737	0.11541626637583559	0.10486746783610867
GOTERM_CC_DIRECT	GO:0005884~actin filament	7	1.2195121951219512	0.011223156044937116	109624, 69714, 72333, 13043, 13829, 17925, 50768	545	68	19662	3.713815434430653	0.996035752917107	0.10628398583134525	0.09370343240641052
GOTERM_MF_DIRECT	GO:0046983~protein dimerization activity	13	2.264808362369338	0.011263138305999152	21423, 17258, 17210, 17260, 22278, 21406, 54563, 22282, 20807, 13345, 17978, 192232, 13557	518	190	17446	2.3043893517577723	0.9982009430400118	0.11638576249532458	0.10574835409521427
GOTERM_CC_DIRECT	GO:0002102~podosome	5	0.8710801393728222	0.011279116863734598	19248, 72333, 13043, 16800, 225115	545	32	19662	5.63704128440367	0.996144182220822	0.10628398583134525	0.09370343240641052
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	5	0.8710801393728222	0.011421895926506024	24131, 20807, 225288, 213435, 22138	520	31	18082	5.608560794044665	0.9999999999900178	0.4662536769715195	0.46159960215601425
GOTERM_BP_DIRECT	GO:0071559~response to transforming growth factor beta	3	0.5226480836236934	0.011423638183512727	109624, 11906, 17283	520	6	18082	17.386538461538464	0.9999999999900565	0.4662536769715195	0.46159960215601425
GOTERM_BP_DIRECT	GO:0070734~histone H3-K27 methylation	3	0.5226480836236934	0.011423638183512727	110147, 14056, 234135	520	6	18082	17.386538461538464	0.9999999999900565	0.4662536769715195	0.46159960215601425
GOTERM_CC_DIRECT	GO:0005814~centriole	9	1.5679442508710801	0.011993149897835597	52906, 230872, 237222, 545389, 212514, 225523, 99100, 76816, 16328	545	111	19662	2.9251673692040665	0.997293685407755	0.11088006509319703	0.09775548595971657
GOTERM_MF_DIRECT	GO:0050733~RS domain binding	3	0.5226480836236934	0.012146801598389507	20384, 110809, 20658	518	6	17446	16.839768339768337	0.9989076420948599	0.1183219127023255	0.10750754433705918
GOTERM_MF_DIRECT	GO:0071558~histone demethylase activity (H3-K27 specific)	3	0.5226480836236934	0.012146801598389507	22289, 320595, 74042	518	6	17446	16.839768339768337	0.9989076420948599	0.1183219127023255	0.10750754433705918
GOTERM_MF_DIRECT	GO:0015631~tubulin binding	6	1.0452961672473868	0.012347575401084273	17762, 70998, 101706, 270058, 16765, 108989	518	47	17446	4.299515320791916	0.9990247703463052	0.1183219127023255	0.10750754433705918
GOTERM_MF_DIRECT	GO:0031490~chromatin DNA binding	7	1.2195121951219512	0.012419013154248183	17257, 50709, 14056, 19014, 20807, 108829, 22289	518	65	17446	3.6270270270270273	0.9990633488537397	0.1183219127023255	0.10750754433705918
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	17	2.961672473867596	0.012672504682741587	19687, 17762, 17257, 21872, 12296, 20185, 26941, 26558, 243725, 233208, 56469, 13345, 13433, 234214, 53975, 13498, 16328	518	289	17446	1.9811492164433337	0.9991883530071108	0.1183219127023255	0.10750754433705918
GOTERM_MF_DIRECT	GO:0030507~spectrin binding	5	0.8710801393728222	0.01272278631207801	11735, 11519, 11518, 13829, 11733	518	31	17446	5.4321833354091416	0.9992110937306141	0.1183219127023255	0.10750754433705918
GOTERM_BP_DIRECT	GO:0030032~lamellipodium assembly	5	0.8710801393728222	0.012764078835623908	226251, 54126, 16475, 68732, 319713	520	32	18082	5.433293269230769	0.9999999999995008	0.5063841685137221	0.5013295171038756
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	17	2.961672473867596	0.012866385406882234	20586, 21750, 21386, 14013, 19014, 11790, 21849, 74376, 22289, 20602, 77097, 22138, 11518, 20807, 110809, 234366, 19647	520	299	18082	1.977064574221765	0.9999999999996029	0.5063841685137221	0.5013295171038756
GOTERM_CC_DIRECT	GO:0005681~spliceosomal complex	10	1.7421602787456445	0.013442171316614503	11800, 225131, 68988, 22184, 110809, 19134, 117599, 20382, 51796, 75956	545	136	19662	2.6527253103076096	0.9986815971536717	0.12197525824335383	0.10753737053291602
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	5	0.8710801393728222	0.013930981223309179	15361, 12914, 21423, 21849, 21406	545	34	19662	5.305450620615219	0.9989658492849582	0.12411237817129994	0.10942152524490119
GOTERM_BP_DIRECT	GO:1900026~positive regulation of substrate adhesion-dependent cell spreading	5	0.8710801393728222	0.01420285173422354	68750, 54126, 13829, 68732, 109880	520	33	18082	5.268648018648019	0.99999999999998	0.548940850130107	0.5434614042576649
GOTERM_CC_DIRECT	GO:0043296~apical junction complex	4	0.6968641114982579	0.014673045838279799	93742, 17356, 21872, 68178	545	19	19662	7.595171414775471	0.9992848814801625	0.12838915108494825	0.11319206789530131
KEGG_PATHWAY	mmu05206:MicroRNAs in cancer	13	2.264808362369338	0.014743982093942147	20662, 14056, 17210, 22352, 21417, 11789, 12914, 13649, 13433, 16765, 12448, 17118, 13557	165	276	7691	2.195498462889767	0.893851581951094	0.2801356597849008	0.2653916776909586
GOTERM_BP_DIRECT	GO:0008286~insulin receptor signaling pathway	6	1.0452961672473868	0.015167596113717628	20588, 320706, 14783, 20383, 83946, 20402	520	51	18082	4.0909502262443445	0.9999999999999977	0.548940850130107	0.5434614042576649
GOTERM_CC_DIRECT	GO:0005819~spindle	9	1.5679442508710801	0.01533250371236637	93742, 12933, 270058, 16800, 545389, 212514, 101994, 245877, 16319	545	116	19662	2.7990825688073397	0.9994848839740088	0.1318057336677109	0.11620423866214512
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	9	1.5679442508710801	0.015402864794853756	229700, 68988, 22184, 20462, 117599, 664883, 51796, 109095, 56381	520	112	18082	2.7942651098901097	0.9999999999999987	0.548940850130107	0.5434614042576649
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	20	3.484320557491289	0.015594486708901857	235041, 15361, 19876, 17130, 214162, 65973, 209039, 17283, 26941, 21417, 20677, 11789, 20807, 13345, 52679, 228361, 53975, 100710, 104416, 50768	520	384	18082	1.8110977564102566	0.9999999999999991	0.548940850130107	0.5434614042576649
GOTERM_BP_DIRECT	GO:0071557~histone H3-K27 demethylation	3	0.5226480836236934	0.015691140452902333	22289, 320595, 74042	520	7	18082	14.902747252747252	0.9999999999999993	0.548940850130107	0.5434614042576649
GOTERM_BP_DIRECT	GO:0010793~regulation of mRNA export from nucleus	3	0.5226480836236934	0.015691140452902333	331401, 223642, 235626	520	7	18082	14.902747252747252	0.9999999999999993	0.548940850130107	0.5434614042576649
GOTERM_BP_DIRECT	GO:0045910~negative regulation of DNA recombination	3	0.5226480836236934	0.015691140452902333	16882, 12144, 17688	520	7	18082	14.902747252747252	0.9999999999999993	0.548940850130107	0.5434614042576649
GOTERM_BP_DIRECT	GO:0031116~positive regulation of microtubule polymerization	4	0.6968641114982579	0.016178400155714118	17762, 11789, 75991, 17755	520	19	18082	7.320647773279352	0.9999999999999998	0.557143655362405	0.5515823303088782
GOTERM_CC_DIRECT	GO:0005657~replication fork	4	0.6968641114982579	0.016914190233068095	27223, 13433, 12144, 18140	545	20	19662	7.215412844036698	0.9997656853653292	0.14075311647563593	0.12409254350505046
GOTERM_CC_DIRECT	GO:0000118~histone deacetylase complex	5	0.8710801393728222	0.016947824228699022	224829, 14013, 20185, 68703, 20602	545	36	19662	5.010703363914374	0.999769580788839	0.14075311647563593	0.12409254350505046
GOTERM_BP_DIRECT	GO:0051017~actin filament bundle assembly	5	0.8710801393728222	0.017378506671112688	65970, 109624, 11519, 11518, 13829	520	35	18082	4.967582417582418	1.0	0.5892650569712672	0.5833831008671982
GOTERM_MF_DIRECT	GO:0003725~double-stranded RNA binding	7	1.2195121951219512	0.017438045662508776	21357, 29819, 56200, 16201, 22352, 67154, 338359	518	70	17446	3.3679536679536684	0.9999454432270135	0.15352650563106204	0.13949451318091122
GOTERM_MF_DIRECT	GO:0001205~transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding	5	0.8710801393728222	0.017495703645607763	15361, 21423, 15161, 17260, 13047	518	34	17446	4.952873041108335	0.9999472007621291	0.15352650563106204	0.13949451318091122
GOTERM_MF_DIRECT	GO:1990841~promoter-specific chromatin binding	4	0.6968641114982579	0.017608774839404966	110147, 14056, 13433, 21849	518	19	17446	7.090428774639301	0.9999504849923387	0.15352650563106204	0.13949451318091122
GOTERM_MF_DIRECT	GO:0042975~peroxisome proliferator activated receptor binding	4	0.6968641114982579	0.017608774839404966	15361, 12914, 19014, 20185	518	19	17446	7.090428774639301	0.9999504849923387	0.15352650563106204	0.13949451318091122
KEGG_PATHWAY	mmu04520:Adherens junction	6	1.0452961672473868	0.018423061637243218	93742, 12914, 17356, 21872, 13649, 380928	165	72	7691	3.884343434343434	0.9396640307324251	0.31114504098455215	0.2947689861958915
GOTERM_CC_DIRECT	GO:0030425~dendrite	23	4.006968641114982	0.018427210171277575	66860, 17762, 109624, 29819, 15161, 12361, 270058, 207165, 243725, 11735, 11789, 12933, 12934, 101706, 329165, 11518, 223770, 17978, 104027, 234214, 15979, 17755, 84095	545	490	19662	1.6934132184984088	0.9998898383840559	0.14938944872065768	0.13170661601494718
GOTERM_CC_DIRECT	GO:0031941~filamentous actin	5	0.8710801393728222	0.01859746198359208	12933, 68732, 26401, 74376, 432572	545	37	19662	4.8752789486734445	0.999898814886691	0.14938944872065768	0.13170661601494718
GOTERM_BP_DIRECT	GO:0007507~heart development	15	2.6132404181184667	0.018761454780634228	19876, 20586, 19014, 22761, 17260, 22289, 209456, 83925, 116904, 22138, 20677, 14936, 20807, 14388, 14725	520	261	18082	1.9984526967285587	1.0	0.617449413510863	0.611286125354221
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	10	1.7421602787456445	0.01893668670891712	11789, 17257, 67299, 20807, 72333, 72584, 17967, 63958, 243725, 223701	520	139	18082	2.501660210293304	1.0	0.617449413510863	0.611286125354221
GOTERM_BP_DIRECT	GO:0003151~outflow tract morphogenesis	6	1.0452961672473868	0.019050163393257116	20586, 21386, 21385, 22761, 17260, 11909	520	54	18082	3.8636752136752137	1.0	0.617449413510863	0.611286125354221
GOTERM_CC_DIRECT	GO:0031252~cell leading edge	6	1.0452961672473868	0.0190959147187695	105782, 77300, 208177, 68732, 22352, 13498	545	56	19662	3.8653997378768024	0.9999211128596133	0.1509193260031783	0.13305540578239394
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	12	2.0905923344947737	0.019972774209116893	20742, 27360, 21872, 13649, 11519, 11518, 12361, 17925, 20649, 20648, 22138, 17118	518	182	17446	2.2206287920573633	0.9999870912975634	0.17145858474903425	0.15578763883111177
GOTERM_BP_DIRECT	GO:0051963~regulation of synapse assembly	3	0.5226480836236934	0.020527485624155784	56376, 17260, 243725	520	8	18082	13.039903846153846	1.0	0.6372194128963289	0.630858783547999
GOTERM_BP_DIRECT	GO:0070544~histone H3-K36 demethylation	3	0.5226480836236934	0.020527485624155784	193796, 320595, 74042	520	8	18082	13.039903846153846	1.0	0.6372194128963289	0.630858783547999
GOTERM_BP_DIRECT	GO:0033081~regulation of T cell differentiation in thymus	3	0.5226480836236934	0.020527485624155784	56436, 20662, 21417	520	8	18082	13.039903846153846	1.0	0.6372194128963289	0.630858783547999
GOTERM_CC_DIRECT	GO:0045211~postsynaptic membrane	13	2.264808362369338	0.021095606194799554	66860, 105782, 14270, 234353, 20616, 20648, 26558, 11735, 56376, 58234, 104027, 239217, 11733	545	222	19662	2.1126208777584927	0.9999709774116887	0.1640769370706632	0.14465558533576836
GOTERM_BP_DIRECT	GO:0031572~G2 DNA damage checkpoint	4	0.6968641114982579	0.021287741434886872	20184, 381979, 225182, 269582	520	21	18082	6.623443223443224	1.0	0.6516414183679259	0.645136830707266
GOTERM_MF_DIRECT	GO:0051371~muscle alpha-actinin binding	3	0.5226480836236934	0.02180005815107574	24131, 118449, 22138	518	8	17446	12.629826254826254	0.9999954436295291	0.1812709799594797	0.16470320222124768
GOTERM_MF_DIRECT	GO:0045322~unmethylated CpG binding	3	0.5226480836236934	0.02180005815107574	17257, 214162, 13433	518	8	17446	12.629826254826254	0.9999954436295291	0.1812709799594797	0.16470320222124768
GOTERM_BP_DIRECT	GO:0045665~negative regulation of neuron differentiation	7	1.2195121951219512	0.021889676444062527	12704, 22129, 104360, 68585, 27103, 19014, 74203	520	76	18082	3.2027834008097167	1.0	0.6577578549812476	0.6511922139605637
GOTERM_CC_DIRECT	GO:0000781~chromosome, telomeric region	6	1.0452961672473868	0.021909433270955885	21750, 27223, 57321, 12144, 50505, 22589	545	58	19662	3.7321100917431194	0.9999806916809587	0.16516342004259052	0.1456134642008145
GOTERM_CC_DIRECT	GO:0016529~sarcoplasmic reticulum	6	1.0452961672473868	0.021909433270955885	11735, 59091, 57339, 65973, 238161, 11733	545	58	19662	3.7321100917431194	0.9999806916809587	0.16516342004259052	0.1456134642008145
GOTERM_MF_DIRECT	GO:0030165~PDZ domain binding	9	1.5679442508710801	0.022090370317642688	12704, 21423, 12361, 17978, 111173, 20649, 20648, 26941, 14725	518	116	17446	2.6130675009985356	0.9999961391112455	0.1812709799594797	0.16470320222124768
GOTERM_BP_DIRECT	GO:0007420~brain development	13	2.264808362369338	0.022343185047224275	17257, 104015, 19014, 270058, 207165, 17283, 29810, 74042, 12934, 11906, 16765, 18008, 320595	520	216	18082	2.0928240740740742	1.0	0.6577578549812476	0.6511922139605637
GOTERM_BP_DIRECT	GO:0035264~multicellular organism growth	9	1.5679442508710801	0.022382867115968045	21357, 20662, 11518, 227331, 209039, 22289, 13498, 19647, 22589	520	120	18082	2.6079807692307693	1.0	0.6577578549812476	0.6511922139605637
KEGG_PATHWAY	mmu03460:Fanconi anemia pathway	5	0.8710801393728222	0.022903655596605586	17350, 12144, 245000, 52864, 50505	165	51	7691	4.569815805109923	0.9697625155072832	0.337330692222454	0.3195764452633775
GOTERM_BP_DIRECT	GO:0000723~telomere maintenance	5	0.8710801393728222	0.022913907054203448	21750, 57321, 12144, 12448, 50505	520	38	18082	4.575404858299595	1.0	0.6636317312152265	0.6570074580361271
GOTERM_MF_DIRECT	GO:0000993~RNA polymerase II core binding	4	0.6968641114982579	0.023138658516231116	74737, 225131, 70470, 170472	518	21	17446	6.415149843721273	0.9999978778744227	0.18444816360081376	0.1675899981104168
GOTERM_MF_DIRECT	GO:0016922~ligand-dependent nuclear receptor binding	4	0.6968641114982579	0.023138658516231116	19014, 20185, 17978, 20602	518	21	17446	6.415149843721273	0.9999978778744227	0.18444816360081376	0.1675899981104168
GOTERM_BP_DIRECT	GO:0030334~regulation of cell migration	7	1.2195121951219512	0.02318495612684775	11789, 16905, 20586, 68585, 16475, 26401, 14388	520	77	18082	3.1611888111888113	1.0	0.6636317312152265	0.6570074580361271
GOTERM_CC_DIRECT	GO:0005637~nuclear inner membrane	5	0.8710801393728222	0.0241284745420669	16907, 16906, 208263, 20462, 98386	545	40	19662	4.509633027522936	0.9999936555119331	0.17171852855856487	0.1513926619128572
GOTERM_BP_DIRECT	GO:0051497~negative regulation of stress fiber assembly	4	0.6968641114982579	0.024135351264096258	235041, 208177, 243725, 50768	520	22	18082	6.322377622377623	1.0	0.6819783870008738	0.6751709802340774
GOTERM_CC_DIRECT	GO:0016591~DNA-directed RNA polymerase II, holoenzyme	3	0.5226480836236934	0.024180772388859136	75137, 70470, 170472	545	9	19662	12.025688073394496	0.9999938199512266	0.17171852855856487	0.1513926619128572
GOTERM_CC_DIRECT	GO:0031618~nuclear pericentric heterochromatin	3	0.5226480836236934	0.024180772388859136	71988, 193796, 22589	545	9	19662	12.025688073394496	0.9999938199512266	0.17171852855856487	0.1513926619128572
GOTERM_CC_DIRECT	GO:0005652~nuclear lamina	3	0.5226480836236934	0.024180772388859136	16906, 12361, 98386	545	9	19662	12.025688073394496	0.9999938199512266	0.17171852855856487	0.1513926619128572
KEGG_PATHWAY	mmu05213:Endometrial cancer	5	0.8710801393728222	0.02441208956873022	11789, 13649, 20662, 17350, 109880	165	52	7691	4.481934731934732	0.9760542806051166	0.337330692222454	0.3195764452633775
GOTERM_CC_DIRECT	GO:0000784~nuclear chromosome, telomeric region	9	1.5679442508710801	0.02496449973395049	21750, 27223, 57321, 331401, 52864, 17283, 17216, 50505, 22589	545	127	19662	2.556642346312216	0.9999958312114409	0.17239141416326573	0.1519858998337363
GOTERM_CC_DIRECT	GO:0005905~clathrin-coated pit	6	1.0452961672473868	0.024979164093044626	13859, 218503, 71889, 13043, 20616, 14725	545	60	19662	3.607706422018349	0.9999958618206828	0.17239141416326573	0.1519858998337363
GOTERM_MF_DIRECT	GO:0001102~RNA polymerase II activating transcription factor binding	5	0.8710801393728222	0.025397542043356675	27223, 21386, 20185, 22761, 11909	518	38	17446	4.431517984149563	0.9999994168956161	0.19876781894301962	0.18060086774930278
GOTERM_MF_DIRECT	GO:0003729~mRNA binding	10	1.7421602787456445	0.025647460508776726	74737, 19656, 17257, 20462, 233033, 110809, 74203, 664883, 331401, 108989	518	142	17446	2.37179835771385	0.9999994946459541	0.19876781894301962	0.18060086774930278
GOTERM_BP_DIRECT	GO:0008104~protein localization	7	1.2195121951219512	0.025927682635554655	17257, 230872, 18483, 56697, 69847, 269152, 16328	520	79	18082	3.081158714703019	1.0	0.7233495256805375	0.7161291583643071
